1441,441,Liberal Party of Canada,2007-12-31,27.63
1442,442,Liberal Party of Canada,2007-12-31,32.14
1443,443,Liberal Party of Canada,2007-12-31,831.11
1444,444,Liberal Party of Canada,2007-12-31,31.89
1445,445,Liberal Party of Canada,2007-12-31,1000.0
1446,446,Liberal Party of Canada,2007-12-31,1100.0
1447,447,Liberal Party of Canada,2008-12-31,100.0
1448,448,Liberal Party of Canada,2008-12-31,100.0
1449,449,Liberal Party of Canada,2008-12-31,20.0
1450,450,Liberal Party of Canada,2008-12-31,466.67
1451,451,Liberal Party of Canada,2008-12-31,325.99
1452,452,Liberal Party of Canada,2008-12-31,500.0
1453,453,Liberal Party of Canada,2008-12-31,224.13
1454,454,Liberal Party of Canada,2008-12-31,100.0
1455,455,Liberal Party of Canada,2008-12-31,10.0
1456,456,Liberal Party of Canada,2008-12-31,1072.36
1457,457,Liberal Party of Canada,2009-12-31,207.78
1458,458,Liberal Party of Canada,2008-12-31,500.0
1459,459,Liberal Party of Canada,2008-12-31,300.0
1460,460,Liberal Party of Canada,2010-12-31,1100.0
1461,461,Liberal Party of Canada,2009-12-31,443.81
1462,462,Liberal Party of Canada,2011-12-31,1000.0
1463,463,Liberal Party of Canada,2009-12-31,386.3
1464,464,Liberal Party of Canada,2009-12-31,20.0
1465,465,Bloc QuΘbΘcois,2011-12-31,5.0
1466,466,Liberal Party of Canada,2014-12-31,441.94
1467,467,Bloc QuΘbΘcois,2014-12-31,100.0
1468,468,New Democratic Party,2013-12-31,35.0
1469,469,Bloc QuΘbΘcois,2014-12-31,400.0
1470,470,Liberal Party of Canada,2013-12-31,100.0
1471,471,Bloc QuΘbΘcois,2014-12-31,200.0
1472,472,Liberal Party of Canada,2013-12-31,5.0
1473,473,New Democratic Party,2012-12-31,100.0
1474,474,New Democratic Party,2012-12-31,100.0
1475,475,New Democratic Party,2012-12-31,175.0
1476,476,New Democratic Party,2012-12-31,200.0
1477,477,New Democratic Party,2012-12-31,150.0
1478,478,New Democratic Party,2012-12-31,75.0
1479,479,New Democratic Party,2012-12-31,100.0
1480,480,Liberal Party of Canada,2013-12-31,100.0
1481,481,Liberal Party of Canada,2013-12-31,500.0
1482,482,Liberal Party of Canada,2013-12-31,100.0
1483,483,Liberal Party of Canada,2013-12-31,400.0
1484,484,Liberal Party of Canada,2012-12-31,50.0
1485,485,Liberal Party of Canada,2012-12-31,20.0
1486,486,Liberal Party of Canada,2014-12-31,441.94
1487,487,Liberal Party of Canada,2013-12-31,400.0
1488,488,Liberal Party of Canada,2013-12-31,25.0
1489,489,Liberal Party of Canada,2013-12-31,200.0
1490,490,Liberal Party of Canada,2013-12-31,100.0
1491,491,Liberal Party of Canada,2013-12-31,10.0
1492,492,Liberal Party of Canada,2013-12-31,100.0
1493,493,Liberal Party of Canada,2013-12-31,25.0
1494,494,Liberal Party of Canada,2013-12-31,7.0
1495,495,Liberal Party of Canada,2013-12-31,100.0
1496,496,Liberal Party of Canada,2013-12-31,125.0
1497,497,New Democratic Party,2011-12-31,1000.0
1498,498,New Democratic Party,2011-12-31,200.0
1499,499,New Democratic Party,2011-12-31,75.0
1500,500,New Democratic Party,2011-12-31,100.0
1501,501,New Democratic Party,2011-12-31,50.0
1502,502,Liberal Party of Canada,2011-12-31,98.0
1503,503,New Democratic Party,2012-12-31,100.0
1504,504,New Democratic Party,2012-12-31,175.0
1505,505,New Democratic Party,2012-12-31,50.0
1506,506,New Democratic Party,2012-12-31,25.0
1507,507,New Democratic Party,2012-12-31,75.0
1508,508,New Democratic Party,2012-12-31,400.0
1509,509,Liberal Party of Canada,2013-12-31,100.0
1510,510,Liberal Party of Canada,2013-12-31,100.0
1511,511,Liberal Party of Canada,2013-12-31,50.0
1512,512,Liberal Party of Canada,2013-12-31,50.0
1513,513,Liberal Party of Canada,2013-12-31,20.0
1514,514,Liberal Party of Canada,2013-12-31,500.0
1515,515,Liberal Party of Canada,2013-12-31,100.0
1516,516,Liberal Party of Canada,2013-12-31,100.0
1517,517,New Democratic Party,2012-12-31,50.0
1518,518,Liberal Party of Canada,2012-12-31,50.0
1519,519,New Democratic Party,2012-12-31,100.0
1520,520,New Democratic Party,2012-12-31,100.0
1521,521,New Democratic Party,2012-12-31,100.0
1522,522,New Democratic Party,2012-12-31,75.0
1523,523,Liberal Party of Canada,2012-12-31,100.0
1524,524,Liberal Party of Canada,2012-12-31,50.0
1525,525,Liberal Party of Canada,2012-12-31,250.0
1526,526,Liberal Party of Canada,2012-12-31,100.0
1527,527,New Democratic Party,2012-12-31,100.0
1528,528,New Democratic Party,2012-12-31,30.0
1529,529,New Democratic Party,2012-12-31,250.0
1530,530,New Democratic Party,2011-12-31,400.0
