3964,NDP-New Democratic Party,Jean-Marc Bélanger,Beauséjour
3965,NDP-New Democratic Party,Randall Garrison,Esquimalt--Juan de Fuca
3966,Rhinoceros,Francis Arsenault,Trois-Rivi�res
3967,Liberal,Alaina Lockhart,Fundy Royal
3968,Independent,Lyndon B. Froese,Winnipeg South Centre
3969,Green Party,Wyatt Tessari,Burnaby South
3970,Green Party,Jean-Pierre Ducasse,Saskatoon--Humboldt
3971,Green Party,Lois Foster,Sydney--Victoria
3972,Conservative,Craig Westcott,St. John's East
3973,Liberal,Damien Rousseau,Qu�bec
3974,Independent,Greg Watrich,Port Moody--Westwood--Port Coquitlam
3975,Parti Rhinocéros Party,Paul Vézina,Terrebonne
3976,NDP-New Democratic Party,Paulina Ayala,Honoré-Mercier
3977,Green Party,Janine Gibson,Provencher
3978,Green Party,James Arruda,Willowdale
3979,NDP-New Democratic Party,Joe Hill,Lambton--Kent--Middlesex
3980,Green Party,Tina Biello,Lévis--Lotbinière
3981,NDP-New Democratic Party,Leah Kalsi,Willowdale
3982,NDP-New Democratic Party,Julienne Soumaoro,Joliette
3983,Green Party,Lise Durand,Saint-Hyacinthe--Bagot
3984,Green Party,Scot Kyle,Thunder Bay--Superior North
3985,NDP-New Democratic Party,Grant Robertson,Huron--Bruce
3986,Liberal,Gerry Lenoski,Burnaby--New Westminster
3987,Liberal,John Williams,Palliser
3988,Libertarian,Daniel Little,Bruce--Grey--Owen Sound
3989,Marxist-Leninist,Julian Ichim,Kitchener Centre
3990,Green Party,John Fisher,Elgin--Middlesex--London
3991,Green Party,Scott Froom,Port Moody--Westwood--Port Coquitlam
3992,Green Party,Liana Canton Cusmano,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs
3993,Bloc Québécois,Louis Plamondon,Bécancour--Nicolet--Saurel
3994,Bloc Québécois,Jonathan Beauchamp,Argenteuil--La Petite-Nation
3995,Liberal,Jonathan Wilkinson,North Vancouver
3996,Parti Rhinocéros Party,Sébastien CoRhino,Québec
3997,Bloc Qu�b�cois,�l�onore Mainguy,Beauport--Limoilou
3998,Liberal,Gilbert Thibodeau,Hochelaga
3999,Green Party,David Carey,Winnipeg North
4000,No Affiliation,abraham Weizfeld,Mount Royal
4001,Christian Heritage Party,Leonard Vanderhoeven,London--Fanshawe
4002,Green Party,Gayla MacIntosh,New Brunswick Southwest
4003,Marxist-Leninist,Peggy Askin,Calgary Midnapore
4004,Bloc Québécois,Sébastien Lemire,Abitibi--Témiscamingue
4005,NDP-New Democratic Party,Mary Louise Lorefice,Central Nova
4006,NDP-New Democratic Party,Allan Arthur,Souris--Moose Mountain
4007,NDP-New Democratic Party,Jesse Travis,Fredericton
4008,NDP-New Democratic Party,Keith Pinto,Mississauga--Streetsville
4009,Green Party,Michel Paulette,Montcalm
4010,Liberal,Aladin Legault d'Auteuil,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup
4011,NDP-New Democratic Party,Alexandra Nash,Eglinton--Lawrence
4012,Conservative,Evelyne Chapman,Beaus�jour
4013,Marxist-Leninist,Tony Seed,Nepean
4014,NDP-New Democratic Party,Scott Hamilton,Cambridge
4015,Liberal,Jean Marie Gionet,Acadie--Bathurst
4016,NDP-New Democratic Party,Noel Joe,Coast of Bays--Central--Notre Dame
4017,Libertarian,Mark Budd,Lanark--Frontenac--Kingston
4018,NDP-New Democratic Party,Betty Bannon,Hastings--Lennox and Addington
4019,Libertarian,Wayne James Hiscock,Sydney--Victoria
4020,Conservative,Claire Rattée,Skeena--Bulkley Valley
4021,Seniors Party,Margaret Leigh Fairbairn,Thornhill
4022,NDP-New Democratic Party,Branko Gasperlin,Etobicoke--Lakeshore
4023,People's Party,Rajwinder Ghuman,Brampton South
4024,Independent,Bill Casey,Cumberland--Colchester--Musquodoboit Valley
4025,Marxist-Leninist,Pierre Soublière,Gatineau
4026,Liberal,Tina Keeper,Churchill
4027,No Affiliation,Beverly Bernardo,Papineau
4028,Green Party,David Turcotte,Bécancour--Nicolet--Saurel
4029,Liberal,Martha Jo Willard,Brandon--Souris
4030,Conservative,Robert Gordon Kitchen,Souris--Moose Mountain 
4031,Conservative,Mike Allen,Tobique--Mactaquac
4032,Liberal,Julie Dabrusin,Toronto--Danforth
4033,Liberal,Jonathan Juteau,Rivi�re-du-Nord
4034,Conservative,Merv Tweed,Brandon--Souris
4035,NDP-New Democratic Party,Denise Giroux,Pontiac
4036,NDP-New Democratic Party,Shawna Gagn�,Moncton--Riverview--Dieppe
4037,Libertarian,Cory Morgan,Foothills
4038,Independent,Yogi Henderson,Calgary Centre
4039,NDP-New Democratic Party,Daniel Blaikie,Elmwood--Transcona
4040,Liberal,Jean-Claude J. C. D'Amours,Madawaska--Restigouche
4041,Bloc Qu�b�cois,Marc Boulianne,M�gantic--L'�rable
4042,Liberal,Michèle Audette,Terrebonne
4043,NDP-New Democratic Party,Matt Stickland,Sackville--Preston--Chezzetcook
4044,Marxist-Leninist,Peggy Morton,Edmonton West
4045,People's Party,Peter Remedios,Markham--Thornhill
4046,VCP,Tony D'Angelo,Simcoe--Grey
4047,Christian Heritage Party,John Marvin Wierenga,Yellowhead
4048,Green Party,Ga�tan Perreault,Compton--Stanstead
4049,Independent,Michel Leclerc,Laurentides--Labelle
4050,WBP,Patricia O'Brien,Saanich--Gulf Islands
4051,NDP-New Democratic Party,Barb Phillips,Edmonton--Spruce Grove
4052,Communist,Larry Wasslen,Ottawa South
4053,Liberal,Marc G. Serré,Nickel Belt
4054,Liberal,Marcelle Mersereau,Acadie--Bathurst
4055,NDP-New Democratic Party,Jill McIllwraith,Bruce--Grey--Owen Sound
4056,Independent,Andr� Arthur,Portneuf--Jacques-Cartier
4057,Liberal,Steven Kou,Vancouver Kingsway
4058,Liberal,Walter Noel,St. John's East
4059,Libertarian,Alex Joehl,Fleetwood--Port Kells
4060,NDP-New Democratic Party,Marie-Josée Lemieux,Marc-Aurèle-Fortin
4061,Liberal,Bill Cunningham,Burnaby--Douglas
4062,Christian Heritage Party,Kevin Norng,Ajax--Pickering
4063,Green Party,Alonzo Bartley,Scarborough--Guildwood
4064,Marxist-Leninist,Mika�l St-Louis,Laurentides--Labelle
4065,Libertarian,Blaize Barnicoat,Durham
4066,Conservative,Cameron Ross,Sault Ste. Marie
4067,Conservative,Michael Mostyn,York Centre
4068,Animal Alliance/Environment Voters,Kyle Bowles,Aurora--Oak Ridges--Richmond Hill
4069,Liberal,Ken Dryden,York Centre
4070,Green Party,Jason Blanch,Cumberland--Colchester
4071,Green Party,Tim Rudkins,Richmond Hill
4072,NDP-New Democratic Party,Donna Marlis Montgomery,Calgary Centre
4073,Conservative,Brian Fitzpatrick,Prince Albert
4074,NDP-New Democratic Party,Melanee Thomas,Lethbridge
4075,Conservative,Michael Barrett,Leeds--Grenville--Thousand Islands and Rideau Lakes
4076,Green Party,Bob Jonkman,Brantford--Brant
4077,Conservative,Brendan Bell,Western Arctic
4078,NDP-New Democratic Party,Constance Barnes,Vancouver Centre
4079,Conservative,Allan Richard Murphy,Cape Breton--Canso
4080,Conservative,Jonas Jacot Smith,Yukon
4081,NDP-New Democratic Party,Aisha Jahangir,Guelph
4082,Conservative,Michael M. Fortier,Vaudreuil-Soulanges
4083,Liberal,Dan Ruimy,Pitt Meadows--Maple Ridge
4084,NDP-New Democratic Party,Tom Paulley,Charleswood--St. James--Assiniboia--Headingley
4085,NDP-New Democratic Party,Sean Palsson,Selkirk--Interlake
4086,Liberal,Sasha Ramnarine,New Westminster--Burnaby
4087,Animal Protection Party,Lesley Thomas,Fredericton
4088,Conservative,Réjean Léveillé,Saint-Hyacinthe--Bagot
4089,Bloc Québécois,Monique Allard,Brome--Missisquoi
4090,NDP-New Democratic Party,Trevor Peterson,Cypress Hills--Grasslands
4091,Independent,Amanda Lamka,Kitchener Centre
4092,NDP-New Democratic Party,Victoria Hernandez,La Prairie
4093,Liberal,Don Johnston,Kootenay--Columbia
4094,Bloc Qu�b�cois,Eric Taillefer,Notre-Dame-de-Gr�ce--Lachine
4095,Marxist-Leninist,Elaine Couto,St. Catharines
4096,Green Party,Alexandra Hayward,St. John's South--Mount Pearl
4097,Green Party,Peter Ormond,Ancaster--Dundas--Flamborough--Westdale
4098,Bloc Qu�b�cois,Rapha�l D�ry,Hull--Aylmer
4099,NDP-New Democratic Party,David Robertson,Scarborough--Agincourt
4100,Communist,Jason Devine,Calgary East
4101,NDP-New Democratic Party,Catherine Chaulk-Stokes,Edmonton--Spruce Grove
4102,NDP-New Democratic Party,Martine C�natus,Ottawa--Orl�ans
4103,Liberal,Cynthia Wesley-Esquimaux,York--Simcoe
4104,People's Party,Tom Ikert,Bow River
4105,NDP-New Democratic Party,Amandeep Nijjar,Vancouver South
4106,Liberal,Marie-Josée Normand,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup
4107,Liberal,Jasper Kujavsky,Hamilton Centre
4108,NDP-New Democratic Party,Garry Begg,Fleetwood--Port Kells
4109,Independent,Kornelis Klevering,Guelph
4110,NDP-New Democratic Party,Yan Chen,Scarborough North
4111,Independent,Sharon Cromwell,Don Valley West
4112,Liberal,Sonia Sidhu,Brampton South
4113,Conservative,Carlos Oliveira,Davenport
4114,People's Party,Andrew Hartnell,Thunder Bay--Rainy River
4115,Bloc Qu�b�cois,Odina Desrochers,Lotbini�re--Chutes-de-la-Chaudi�re
4116,Bloc Qu�b�cois,Richard Nadeau,Gatineau
4117,Green Party,Alison M�nard,Moncton--Riverview--Dieppe
4118,Green Party,Ed Reddy,Calgary Skyview
4119,Communist,Tristan Dineen,Guelph
4120,Marxist-Leninist,Tim Sullivan,Mississauga--Brampton South
4121,Christian Heritage Party,Andrew Moriarity,Durham
4122,Independent,The Engineer Turmel,Brantford--Brant
4123,Green Party,Jency Mercier,LaSalle--Émard--Verdun
4124,Canadian Action,Brenda Thompson,Scarborough--Guildwood
4125,Green Party,Sherri Jackson,Simcoe--Grey
4126,Independent,Hec Clouthier,Renfrew--Nipissing--Pembroke
4127,NDP-New Democratic Party,Liam McHugh-Russell,Etobicoke--Lakeshore
4128,Liberal,Jane Philpott,Markham--Stouffville
4129,Christian Heritage Party,Alex Kovalenko,Don Valley East
4130,Green Party,David Rawnsley,Stormont--Dundas--South Glengarry
4131,Conservative,Patrick Boyer,Etobicoke--Lakeshore
4132,Liberal,Marc Garneau,Westmount--Ville-Marie
4133,Liberal,Jean Bouchard,Montmagny--L'Islet--Kamouraska--Rivi�re-du-Loup
4134,Conservative,Julian Fantino,Vaughan--Woodbridge
4135,Green Party,Natalie Odd,Calgary Centre
4136,Conservative,Jean Philippe Fournier,Saint-Léonard--Saint-Michel
4137,Conservative,Claudio Rocchi,LaSalle--Émard--Verdun
4138,Green Party,Katie Morris Boudreau,South Shore--St. Margaret's
4139,NDP-New Democratic Party,Micha�l Chicoine,Manicouagan
4140,NDP-New Democratic Party,Sandra Willard,Lanark--Frontenac--Lennox and Addington
4141,Conservative,Denis Lebel,Roberval--Lac-Saint-Jean
4142,Liberal,Francis Drouin,Glengarry--Prescott--Russell
4143,NDP-New Democratic Party,Devon Babstock,Long Range Mountains
4144,Liberal,Tim Tessier,Nanaimo--Ladysmith
4145,CFF - Canada's Fourth Front,Waseem Malik,Thornhill
4146,Liberal,Karen Redman,Kitchener Centre
4147,NDP-New Democratic Party,Lynn Bowering,Brant
4148,Conservative,Aydin Cocelli,York South--Weston
4149,Conservative,Dave Batters,Palliser
4150,Green Party,Shaunna Salsman,Esquimalt--Juan de Fuca
4151,Liberal,Dominic LeBlanc,Beaus�jour
4152,Green Party,George-Richard Wooldridge,Wascana
4153,Conservative,Bev Pitura,Winnipeg Centre
4154,NDP-New Democratic Party,Ruth Ellen Brosseau,Berthier--Maskinong�
4155,Liberal,Gary Richard,Cumberland--Colchester--Musquodoboit Valley
4156,Green Party,Mike Johannson,Charleswood--St. James--Assiniboia
4157,People's Party,Mikko Paavola,Nickel Belt
4158,Independent,Fidelia Godron,Esquimalt--Saanich--Sooke
4159,Green Party,Dylan Richards,Fort McMurray--Athabasca
4160,Green Party,Marco Reid,Calgary Signal Hill
4161,Green Party,Greg Malone,Avalon
4162,Independent,Louis Lesosky,Esquimalt--Saanich--Sooke
4163,Green Party,Gus Gutoski,Calgary Southeast
4164,NDP-New Democratic Party,Richard Alan Hennick,Don Valley East
4165,Green Party,Ben West,Vancouver Quadra
4166,NDP-New Democratic Party,Cheryl Voisine,M�gantic--L'�rable
4167,Bloc Québécois,Marie-Hélène Gaudreau,Laurentides--Labelle
4168,Bloc Québécois,Louise Charbonneau,Trois-Rivières
4169,Green Party,Jennifer Mooradian,Welland
4170,Conservative,Erinn Broshko,Vancouver Granville
4171,Liberal,Jean Courchesne,Drummond
4172,Green Party,David James Parker,Edmonton Centre
4173,Independent,Kelvin Boucher-Chicago,Kenora
4174,NDP-New Democratic Party,Harjit Singh Gill,Surrey--Newton
4175,Conservative,Ursula Larouche,Jonquière
4176,NDP-New Democratic Party,�laine Michaud,Portneuf--Jacques-Cartier
4177,Bloc Québécois,Nancy Redhead,Laval--Les Îles
4178,Conservative,Ryan Dyck,Winnipeg Centre
4179,Bloc Québécois,Christine Normandin,Saint-Jean
4180,Green Party,Alessandra Szilagyi,Saint-Léonard--Saint-Michel
4181,NDP-New Democratic Party,Doug Ottenbreit,Yorkton--Melville
4182,NDP-New Democratic Party,Fin Donnelly,Port Moody--Coquitlam
4183,NDP-New Democratic Party,Noel Duignan,Wellington--Halton Hills
4184,Bloc Québécois,Barek Kaddouri,Vimy
4185,Communist,Elizabeth Hill,Don Valley West
4186,NDP-New Democratic Party,Kc Larocque,Carleton
4187,Conservative,Greg Rickford,Kenora
4188,Green Party,Brynn Nheiley,Dartmouth--Cole Harbour
4189,Conservative,Colin Carrie,Oshawa
4190,Liberal,Matthew Sinclair,Edmonton--Strathcona
4191,NDP-New Democratic Party,Mackenzie Thomason,Fredericton
4192,Green Party,Emma Daughton,Cardigan
4193,Radical Marijuana,Denis A. Carri�re,Thunder Bay--Superior North
4194,Conservative,Kevin A Sorenson,Crowfoot
4195,NDP-New Democratic Party,Glenn Wright,Carlton Trail--Eagle Creek
4196,Liberal,Philippe Allard,Laurier--Sainte-Marie
4197,Green Party,Anne Faulkner,Haldimand--Norfolk
4198,NDP-New Democratic Party,Sherry Shaghaghi,North Vancouver
4199,Liberal,David Perry,Okanagan--Coquihalla
4200,Liberal,Roma Ahi,Vancouver East
4201,NDP-New Democratic Party,Clint Davidson,Saskatoon--Wanuskewin
4202,Conservative,Deanne Stapleton,St. John's East 
4203,Marxist-Leninist,Anne Jamieson,West Vancouver--Sunshine Coast--Sea to Sky Country
4204,Marijuana Party,Dave Dowling,Edmonton--Strathcona
4205,Libertarian,Francis Bedard,Qu�bec
4206,Bloc Qu�b�cois,Gilles-A. Perron,Rivi�re-des-Mille-�les
4207,Conservative,Michel Gagn�,Compton--Stanstead
4208,Independent,Kelvin Chicago-Boucher,Kenora
4209,Liberal,Duncan Geisler,Selkirk--Interlake
4210,Conservative,Qais Hamidi,Brossard--Saint-Lambert
4211,Conservative,Monica Ciriello,Hamilton Centre
4212,Green Party,Philippe LeBlond,Yukon
4213,Libertarian,Alexander Dussault,Edmonton West
4214,Conservative,Randy Donauer,Saskatoon West
4215,Bloc Québécois,Simon-Pierre Savard-Tremblay,Saint-Hyacinthe--Bagot
4216,NDP-New Democratic Party,Jamie Nicholls,Vaudreuil-Soulanges
4217,Bloc Québécois,Luc Thériault,Montcalm
4218,People's Party,Lee Harding,Cypress Hills--Grasslands
4219,Conservative,David Azoulay,Bourassa
4220,NDP-New Democratic Party,Martin Duplantis,Marc-Aur�le-Fortin
4221,Conservative,Sam Lilly,Edmonton Strathcona
4222,NDP-New Democratic Party,Charlotte Boucher Smoley,Argenteuil--La Petite-Nation
4223,Green Party,Roger Benham,Skeena--Bulkley Valley
4224,Liberal,Jordan Ames-Sinclair,Regina--Qu'Appelle
4225,Green Party,Richard Bachynsky,Essex
4226,NDP-New Democratic Party,Jim Maddin,Saskatoon--Wanuskewin
4227,Libertarian,Matt Badura,Calgary Forest Lawn
4228,Green Party,Unblind Kheper Keseb Tibbin,York West
4229,Independent,Bill Given,Peace River
4230,Liberal,Orlando Da Silva,Kitchener--Conestoga
4231,Green Party,John Vanderheyden,Etobicoke Centre
4232,Liberal,Shirley Baril,L�vis--Bellechasse
4233,Conservative,Dan Mailer,London--Fanshawe
4234,Liberal,Pierre Destrempes,Berthier--Maskinongé
4235,Conservative,Candice Bergen,Portage--Lisgar
4236,Green Party,Andrew James,Eglinton--Lawrence
4237,Bloc Qu�b�cois,Diane Bourgeois,Terrebonne--Blainville
4238,NDP-New Democratic Party,James Villeneuve,Kitchener--Conestoga
4239,Green Party,Oriana Ngabirano,Ottawa--Vanier
4240,NDP-New Democratic Party,Bruce Hyer,Thunder Bay--Superior North
4241,Conservative,Blake Richards,Wild Rose
4242,Liberal,Blair Herbert,Cowichan--Malahat--Langford
4243,Green Party,Johnny Kasudluak,Abitibi--Baie-James--Nunavik--Eeyou
4244,Liberal,Kerrie Johnston,Edmonton West
4245,Liberal,Stéphane Lauzon,Argenteuil--La Petite-Nation
4246,Green Party,Emily Berrigan,Peterborough
4247,Liberal,Francis Laforesterie,L�vis--Bellechasse
4248,Conservative,Chang-Tao Jimmy Yu,LaSalle--�mard
4249,Communist,Jacob Patterson,Fredericton
4250,Conservative,Sylvie Fontaine,Shefford
4251,Conservative,Jean Pr�court,Ahuntsic
4252,Pirate Party,Steven Bradley Scott,Kitchener--Waterloo
4253,Conservative,Steven H�bert,Abitibi--T�miscamingue
4254,Green Party,Bill Tiessen,Brandon--Souris
4255,NDP-New Democratic Party,Pierre Lalibert�,Hull--Aylmer
4256,Liberal,Jhim Burwell,Kootenay--Columbia
4257,Green Party,Wes Regan,Vancouver East
4258,Bloc Québécois,François-Noël Brault,Lévis--Lotbinière
4259,NDP-New Democratic Party,St�phane B�rgi,Compton--Stanstead
4260,Christian Heritage Party,Marc Slingerland,Macleod
4261,NDP-New Democratic Party,Kathi Dickie,Prince George--Peace River--Northern Rockies
4262,Conservative,Natasha Tremblay,Avignon--La Mitis--Matane--Matapédia
4263,PC Party,Mark Abramowitz,Thornhill
4264,People's Party,Henri Cousineau,Longueuil--Charles-LeMoyne
4265,NDP-New Democratic Party,Nick Milanovic,Hamilton East--Stoney Creek
4266,Green Party,Zoran Markovski,Beaches--East York
4267,Christian Heritage Party,Joe Larkin,South Shore--St. Margaret's
4268,Marxist-Leninist,Mark Corbiere,Kitchener Centre
4269,Green Party,Kevin Kim,Port Moody--Westwood--Port Coquitlam
4270,Green Party,André Voyer,Bellechasse--Les Etchemins--Lévis
4271,VCP,Patrick McElrea,Sherwood Park--Fort Saskatchewan
4272,AACEV Party of Canada,Liz White,Toronto Centre
4273,Bloc Québécois,Jennifer Jetté,Notre-Dame-de-Grâce--Westmount
4274,NDP-New Democratic Party,Stephen Yardy,Haliburton--Kawartha Lakes--Brock
4275,Liberal,Jacqueline Biollo,Edmonton--Wetaskiwin
4276,Animal Protection Party,Jordan Reichert,Victoria
4277,NDP-New Democratic Party,Cl�o Chartier,Beauce
4278,Green Party,Juliet Burgess,Calgary--Nose Hill
4279,Liberal,Shaun Chen,Scarborough North
4280,NDP-New Democratic Party,Jack Hicks,Nunavut
4281,Parti Rhinocéros Party,Tommy Gaudet,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs
4282,Green Party,Noel Burgon,Elgin--Middlesex--London
4283,Conservative,George Drazenovic,Burnaby--Douglas
4284,Green Party,Brennan Wauters,Calgary Midnapore
4285,Independent,Alain Magnan,Papineau
4286,Green Party,Frank Monteleone,Saint-L�onard--Saint-Michel
4287,Green Party,David Chernushenko,Ottawa Centre
4288,Liberal,Cindy Derkaz,North Okanagan--Shuswap
4289,Christian Heritage Party,John Markus,Oxford
4290,Green Party,Doug Perry,Vancouver South
4291,NDP-New Democratic Party,Adele Boucher Rymhs,Peace River
4292,Green Party,Robert Wayne Boucher,New Brunswick Southwest
4293,NDP-New Democratic Party,Nameer Rahman,Niagara West
4294,People's Party,Kevin Morris,Edmonton Riverbend
4295,Liberal,Kim Leclerc,Haute-Gasp�sie--La Mitis--Matane--Matap�dia
4296,Conservative,Mike Lake,Edmonton--Wetaskiwin
4297,Conservative,Al Miles,Hamilton Mountain
4298,Independent,Ed Ackerman,Winnipeg Centre
4299,People's Party,David A. Michaud,Battle River--Crowfoot
4300,Liberal,Diane Dicaire,Hochelaga
4301,NDP-New Democratic Party,Alain Dubois,Chambly--Borduas
4302,Liberal,William MacDonald Alexander,Bow River
4303,Conservative,Bernard Barré,Saint-Hyacinthe--Bagot
4304,Conservative,Philippe Gagnon,Jonquière
4305,Libertarian,Anthony Giles,Ancaster--Dundas--Flamborough--Westdale
4306,CAP,Kyle James Huntingdon,Kitchener--Waterloo
4307,NDP-New Democratic Party,Laurel Gibbons,Nepean--Carleton
4308,People's Party,Marc Hivon,Saint-Jean
4309,Independent,Brad Bodnar,Churchill
4310,Green Party,Nigel Barriffe,Etobicoke North
4311,Liberal,Carrie Powell-Davidson,Courtenay--Alberni
4312,Green Party,David Peters,St. John's East
4313,Communist,Peter Marcus,Vancouver East
4314,Green Party,Michael Milligan,Beaus�jour
4315,Green Party,Marguerite Howells,Alfred-Pellan
4316,NDP-New Democratic Party,Chantal Reeves,Rosemont--La Petite-Patrie
4317,Conservative,Steven Fletcher,Charleswood--St. James--Assiniboia
4318,Liberal,Bev Hodgson,Niagara Falls
4319,Liberal,Rémi Massé,Avignon--La Mitis--Matane--Matapédia
4320,Green Party,Joy-Ann Hut,Edmonton--Wetaskiwin
4321,NDP-New Democratic Party,Christel Marchand,Lévis--Lotbinière
